PEB,Pebblebrook Hotel Trust,4053897901,Consumer Services,Real Estate Investment Trusts,NYSE
PEI,Pennsylvania Real Estate Investment Trust,486500578.4,Consumer Services,Real Estate Investment Trusts,NYSE
PGRE,"Paramount Group, Inc.",3315622970,Consumer Services,Real Estate Investment Trusts,NYSE
PIR,"Pier 1 Imports, Inc.",64902375.71,Consumer Services,Home Furnishings,NYSE
PK,Park Hotels & Resorts Inc.,6264026463,Consumer Services,Hotels/Resorts,NYSE
PLD,"Prologis, Inc.",45378880397,Consumer Services,Real Estate Investment Trusts,NYSE
PLNT,"Planet Fitness, Inc.",5762571401,Consumer Services,Hotels/Resorts,NYSE
PMT,PennyMac Mortgage Investment Trust,1407340491,Consumer Services,Real Estate Investment Trusts,NYSE
PRTY,Party City Holdco Inc.,743681830.1,Consumer Services,Other Specialty Stores,NYSE
PSA,Public Storage,37974579318,Consumer Services,Real Estate Investment Trusts,NYSE
PSB,"PS Business Parks, Inc.",4291198300,Consumer Services,Real Estate Investment Trusts,NYSE
PSO,"Pearson, Plc",8579911380,Consumer Services,Books,NYSE
PYX,"Pyxus International, Inc.",216944707.8,Consumer Services,Farming/Seeds/Milling,NYSE
QSR,Restaurant Brands International Inc.,16467685138,Consumer Services,Restaurants,NYSE
QTS,"QTS Realty Trust, Inc.",2485989350,Consumer Services,Real Estate Investment Trusts,NYSE
QUOT,Quotient Technology Inc.,928351611.2,Consumer Services,Advertising,NYSE
R,"Ryder System, Inc.",3302489788,Consumer Services,Rental/Leasing Companies,NYSE
RC,Ready Capital Corporation,471273251.2,Consumer Services,Real Estate Investment Trusts,NYSE
RCI,"Rogers Communication, Inc.",21724854938,Consumer Services,Television Services,NYSE
RCL,Royal Caribbean Cruises Ltd.,23976967863,Consumer Services,Marine Transportation,NYSE
RELX,RELX PLC,42030369510,Consumer Services,Publishing,NYSE
REXR,"Rexford Industrial Realty, Inc.",3466958185,Consumer Services,Real Estate Investment Trusts,NYSE
RGS,Regis Corporation,791432796.4,Consumer Services,Other Consumer Services,NYSE
RH,RH,2184211908,Consumer Services,Other Specialty Stores,NYSE
RHP,"Ryman Hospitality Properties, Inc.",4221851175,Consumer Services,Real Estate Investment Trusts,NYSE
RLH,Red Lion Hotels Corporation,198792894.5,Consumer Services,Hotels/Resorts,NYSE
RLJ,RLJ Lodging Trust,3051707964,Consumer Services,Real Estate Investment Trusts,NYSE
RPAI,"Retail Properties of America, Inc.",2602357538,Consumer Services,Real Estate Investment Trusts,NYSE
RPT,RPT Realty,965068618.2,Consumer Services,Real Estate Investment Trusts,NYSE
RTW,"RTW Retailwinds, Inc.",155656804.8,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
RWT,"Redwood Trust, Inc.",1561046888,Consumer Services,Real Estate Investment Trusts,NYSE
RYB,"RYB Education, Inc.",192811086.6,Consumer Services,Other Consumer Services,NYSE
RYN,Rayonier Inc.,4081482595,Consumer Services,Real Estate Investment Trusts,NYSE
SAFE,Safehold Inc.,398598273.2,Consumer Services,Real Estate,NYSE
SBH,"Sally Beauty Holdings, Inc.",2219340578,Consumer Services,Other Specialty Stores,NYSE
SCI,Service Corporation International,7320330201,Consumer Services,Other Consumer Services,NYSE
SE,Sea Limited,9727843023,Consumer Services,Other Consumer Services,NYSE
SEAS,"SeaWorld Entertainment, Inc.",2167098795,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
SERV,"ServiceMaster Global Holdings, Inc.",6353870353,Consumer Services,Other Consumer Services,NYSE
SFS,Smart,378031173.3,Consumer Services,Food Chains,NYSE
SGU,"Star Group, L.P.",498940838.4,Consumer Services,Other Specialty Stores,NYSE
SHAK,"Shake Shack, Inc.",2193564323,Consumer Services,Restaurants,NYSE
SHO,"Sunstone Hotel Investors, Inc.",3291669878,Consumer Services,Hotels/Resorts,NYSE
SHW,Sherwin-Williams Company (The),39918465964,Consumer Services,RETAIL: Building Materials,NYSE
SIG,Signet Jewelers Limited,1409936954,Consumer Services,Consumer Specialties,NYSE
SITC,SITE Centers Corp.,2457704825,Consumer Services,Real Estate Investment Trusts,NYSE
SIX,Six Flags Entertainment Corporation New,4156521121,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
SJR,Shaw Communications Inc.,10170601343,Consumer Services,Television Services,NYSE
SKT,"Tanger Factory Outlet Centers, Inc.",1970898607,Consumer Services,Real Estate Investment Trusts,NYSE
SLG,SL Green Realty Corp,7582543205,Consumer Services,Real Estate Investment Trusts,NYSE
SMTA,Spirit MTA REIT,279626524,Consumer Services,Real Estate Investment Trusts,NYSE
SNR,New Senior Investment Group Inc.,448043649.8,Consumer Services,Real Estate Investment Trusts,NYSE
SPG,"Simon Property Group, Inc.",56300267634,Consumer Services,Real Estate Investment Trusts,NYSE
SPH,"Suburban Propane Partners, L.P.",1381881881,Consumer Services,Other Specialty Stores,NYSE
SPOT,Spotify Technology S.A.,25102824043,Consumer Services,Broadcasting,NYSE
SRC,"Spirit Realty Capital, Inc.",3413535608,Consumer Services,Building operators,NYSE
SSI,"Stage Stores, Inc.",30628741.26,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
STAG,"Stag Industrial, Inc.",3497171602,Consumer Services,Real Estate Investment Trusts,NYSE
STAR          ,iStar Inc.,573891631.4,Consumer Services,Real Estate Investment Trusts,NYSE
STG,Sunlands Online Education Group,617847840,Consumer Services,Other Consumer Services,NYSE
STN,Stantec Inc,2643592195,Consumer Services,Military/Government/Technical,NYSE
STON,StoneMor Partners L.P.,143104091.7,Consumer Services,Other Consumer Services,NYSE
STOR,STORE Capital Corporation,7424030308,Consumer Services,Real Estate Investment Trusts,NYSE
STWD,"STARWOOD PROPERTY TRUST, INC.",6252821282,Consumer Services,Real Estate Investment Trusts,NYSE
SUI,"Sun Communities, Inc.",10237817097,Consumer Services,Real Estate Investment Trusts,NYSE
TAL,TAL Education Group,20452794725,Consumer Services,Other Consumer Services,NYSE
TCI,"Transcontinental Realty Investors, Inc.",272343041.1,Consumer Services,Real Estate Investment Trusts,NYSE
TCO,"Taubman Centers, Inc.",3232146801,Consumer Services,Real Estate Investment Trusts,NYSE
TCS,Container Store (The),430427157.6,Consumer Services,Home Furnishings,NYSE
TDW,Tidewater Inc.,864748444.5,Consumer Services,Marine Transportation,NYSE
TGNA,TEGNA Inc.,3046905054,Consumer Services,Broadcasting,NYSE
TGP,Teekay LNG Partners L.P.,1192124985,Consumer Services,Marine Transportation,NYSE
TGT,Target Corporation,41440903675,Consumer Services,Department/Specialty Retail Stores,NYSE
TI,Telecom Italia S.P.A.,13230176411,Consumer Services,Telecommunications Equipment,NYSE
TIER,"TIER REIT, Inc.",1591218247,Consumer Services,Real Estate Investment Trusts,NYSE
TIF,Tiffany & Co.,12819489966,Consumer Services,Consumer Specialties,NYSE
TISI,"Team, Inc.",529323270,Consumer Services,Other Consumer Services,NYSE
TJX,"TJX Companies, Inc. (The)",1.31698E+11,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
TLRD,"Tailored Brands, Inc.",392751589.4,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
TLYS,"Tilly&#39;s, Inc.",328179180,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
TME,Tencent Music Entertainment Group,29601655245,Consumer Services,Broadcasting,NYSE
TNK,Teekay Tankers Ltd.,260568860,Consumer Services,Marine Transportation,NYSE
TOO,Teekay Offshore Partners L.P.,492377972.4,Consumer Services,Marine Transportation,NYSE
TRCO,Tribune Media Company,4072194083,Consumer Services,Broadcasting,NYSE
TRI,Thomson Reuters Corp,29688396670,Consumer Services,Publishing,NYSE
TRK,"Speedway Motorsports, Inc.",590511583.9,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
TRTX,"TPG RE Finance Trust, Inc.",1411554035,Consumer Services,Real Estate Investment Trusts,NYSE
TSQ,"Townsquare Media, Inc.",108365634.5,Consumer Services,Broadcasting,NYSE
TV,Grupo Televisa S.A.,6755245171,Consumer Services,Broadcasting,NYSE
TVPT,Travelport Worldwide Limited,1990038825,Consumer Services,Transportation Services,NYSE
TWO,Two Harbors Investments Corp,3691293512,Consumer Services,Real Estate Investment Trusts,NYSE
UBA,Urstadt Biddle Properties Inc.,822718759.2,Consumer Services,Real Estate Investment Trusts,NYSE
UBP,Urstadt Biddle Properties Inc.,665668763.5,Consumer Services,Real Estate Investment Trusts,NYSE
UDR,"UDR, Inc.",12782367882,Consumer Services,Real Estate Investment Trusts,NYSE
UHT,Universal Health Realty Income Trust,1040772272,Consumer Services,Real Estate Investment Trusts,NYSE
UMH,"UMH Properties, Inc.",545995211.5,Consumer Services,Real Estate Investment Trusts,NYSE
UNF,Unifirst Corporation,2938888436,Consumer Services,Other Consumer Services,NYSE
UTI,Universal Technical Institute Inc,86496061.74,Consumer Services,Other Consumer Services,NYSE
UVV,Universal Corporation,1438951886,Consumer Services,Farming/Seeds/Milling,NYSE
VEC,"Vectrus, Inc.",299587030.5,Consumer Services,Diversified Commercial Services,NYSE
VER,VEREIT Inc.,8104359628,Consumer Services,Real Estate Investment Trusts,NYSE
VICI,VICI Properties Inc.,8865223486,Consumer Services,Real Estate Investment Trusts,NYSE
VIPS,Vipshop Holdings Limited,5323596423,Consumer Services,Catalog/Specialty Distribution,NYSE
VNCE,Vince Holding Corp.,144112056,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
VNO,Vornado Realty Trust,12849714053,Consumer Services,Real Estate Investment Trusts,NYSE
VRTV,Veritiv Corporation,418525269.1,Consumer Services,Paper,NYSE
VTR,"Ventas, Inc.",22757659363,Consumer Services,Real Estate Investment Trusts,NYSE
W,Wayfair Inc.,13524333577,Consumer Services,Catalog/Specialty Distribution,NYSE
WBAI,500.com Limited,593097342.7,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
WELL,Welltower Inc.,31011387794,Consumer Services,Real Estate Investment Trusts,NYSE
WH,"Wyndham Hotels & Resorts, Inc.",4893460912,Consumer Services,Hotels/Resorts,NYSE
WMC,Western Asset Mortgage Capital Corporation,492230557.2,Consumer Services,Real Estate Investment Trusts,NYSE
WMK,"Weis Markets, Inc.",1097725459,Consumer Services,Food Chains,NYSE
WMT,Walmart Inc.,2.8335E+11,Consumer Services,Department/Specialty Retail Stores,NYSE
WOW,"WideOpenWest, Inc.",752206664.3,Consumer Services,Television Services,NYSE
WPC,W.P. Carey Inc.,13006892325,Consumer Services,Real Estate Investment Trusts,NYSE
WPG,Washington Prime Group Inc.,1051320705,Consumer Services,Real Estate Investment Trusts,NYSE
WRI,Weingarten Realty Investors,3778393023,Consumer Services,Real Estate Investment Trusts,NYSE
WSM,"Williams-Sonoma, Inc.",4434807510,Consumer Services,Home Furnishings,NYSE
WSR,Whitestone REIT,477990204.8,Consumer Services,Real Estate Investment Trusts,NYSE
WWE,"World Wrestling Entertainment, Inc.",6772558523,Consumer Services,Movies/Entertainment,NYSE
WY,Weyerhaeuser Company,19663442160,Consumer Services,Real Estate Investment Trusts,NYSE
WYND,"Wyndham Destinations, Inc.",3824806708,Consumer Services,Hotels/Resorts,NYSE
XAN,Exantas Capital Corp.,338597368.7,Consumer Services,Real Estate Investment Trusts,NYSE
XHR,"Xenia Hotels & Resorts, Inc.",2467934140,Consumer Services,Hotels/Resorts,NYSE
XPO,"XPO Logistics, Inc.",5868137688,Consumer Services,Transportation Services,NYSE
YELP,Yelp Inc.,2829863294,Consumer Services,Other Consumer Services,NYSE
YUM,"Yum! Brands, Inc.",30583198807,Consumer Services,Restaurants,NYSE
YUMC,"Yum China Holdings, Inc.",17023429930,Consumer Services,Restaurants,NYSE
IZEA,"IZEA Worldwide, Inc.",13883985.65,Consumer Services,Advertising,Nasdaq
ISIG,"Insignia Systems, Inc.",15890155.05,Consumer Services,Advertising,Nasdaq
MEET,"The Meet Group, Inc.",376909318.1,Consumer Services,Advertising,Nasdaq
FLNT,"Fluent, Inc.",425582042,Consumer Services,Advertising,Nasdaq
NCMI,"National CineMedia, Inc.",556672462.7,Consumer Services,Advertising,Nasdaq
ANGI,ANGI Homeservices Inc.,7782359705,Consumer Services,Advertising,Nasdaq
MNRO,"Monro, Inc. ",2864112051,Consumer Services,Automotive Aftermarket,Nasdaq
HMHC,Houghton Mifflin Harcourt Company,899051274.8,Consumer Services,Books,Nasdaq
SCHL,Scholastic Corporation,1334219044,Consumer Services,Books,Nasdaq
UONE,"Urban One, Inc. ",4034439.2,Consumer Services,Broadcasting,Nasdaq
EMMS,Emmis Communications Corporation,46618326.82,Consumer Services,Broadcasting,Nasdaq
SALM,"Salem Media Group, Inc.",66905516.16,Consumer Services,Broadcasting,Nasdaq
UONEK,"Urban One, Inc. ",75962696,Consumer Services,Broadcasting,Nasdaq
BBGI,"Beasley Broadcast Group, Inc.",109731294.5,Consumer Services,Broadcasting,Nasdaq
SGA,"Saga Communications, Inc.",166788246.6,Consumer Services,Broadcasting,Nasdaq
CMLS,Cumulus Media Inc.,235804353.7,Consumer Services,Broadcasting,Nasdaq
MMDM,Modern Media Acquisition Corp.,268065000,Consumer Services,Broadcasting,Nasdaq
BATRA,Liberty Media Corporation,286233872.5,Consumer Services,Broadcasting,Nasdaq
LSXMB,Liberty Media Corporation,389227273.5,Consumer Services,Broadcasting,Nasdaq
FWONA,Liberty Media Corporation,873988777.8,Consumer Services,Broadcasting,Nasdaq
CETV,Central European Media Enterprises Ltd.,1006357145,Consumer Services,Broadcasting,Nasdaq
BATRK,Liberty Media Corporation,1415344315,Consumer Services,Broadcasting,Nasdaq
SSP,E.W. Scripps Company (The),1444875789,Consumer Services,Broadcasting,Nasdaq
SBGI,"Sinclair Broadcast Group, Inc.",3516789210,Consumer Services,Broadcasting,Nasdaq
LSXMA,Liberty Media Corporation,3925275720,Consumer Services,Broadcasting,Nasdaq
NXST,"Nexstar Media Group, Inc.",4957460642,Consumer Services,Broadcasting,Nasdaq
FWONK,Liberty Media Corporation,8097135440,Consumer Services,Broadcasting,Nasdaq
FOX,Fox Corporation,9550310562,Consumer Services,Broadcasting,Nasdaq
LSXMK,Liberty Media Corporation,12368904669,Consumer Services,Broadcasting,Nasdaq
FOXA,Fox Corporation,13007390792,Consumer Services,Broadcasting,Nasdaq
SIRI,Sirius XM Holdings Inc.,26856435782,Consumer Services,Broadcasting,Nasdaq
GYRO,"Gyrodyne , LLC",26688240,Consumer Services,Building operators,Nasdaq
INTG,The Intergroup Corporation,71522189.1,Consumer Services,Building operators,Nasdaq
MAYS,"J. W. Mays, Inc.",76398062,Consumer Services,Building operators,Nasdaq
IRCP,IRSA Propiedades Comerciales S.A.,78949163.82,Consumer Services,Building operators,Nasdaq
EVLV,EVINE Live Inc.,31833798.88,Consumer Services,Catalog/Specialty Distribution,Nasdaq
RBZ,Reebonz Holding Limited,31864499.2,Consumer Services,Catalog/Specialty Distribution,Nasdaq
YGYI,"Youngevity International, Inc.",159585898.2,Consumer Services,Catalog/Specialty Distribution,Nasdaq
PCMI,"PCM, Inc.",448570210.8,Consumer Services,Catalog/Specialty Distribution,Nasdaq
OSTK,"Overstock.com, Inc.",536028722,Consumer Services,Catalog/Specialty Distribution,Nasdaq
CNXN,"PC Connection, Inc.",967929695.6,Consumer Services,Catalog/Specialty Distribution,Nasdaq
BZUN,Baozun Inc.,1799727853,Consumer Services,Catalog/Specialty Distribution,Nasdaq
NSIT,"Insight Enterprises, Inc.",1954777065,Consumer Services,Catalog/Specialty Distribution,Nasdaq
SFIX,"Stitch Fix, Inc.",2822149232,Consumer Services,Catalog/Specialty Distribution,Nasdaq
QRTEA,"Qurate Retail, Inc.",6948233933,Consumer Services,Catalog/Specialty Distribution,Nasdaq
QRTEB,"Qurate Retail, Inc.",7148245674,Consumer Services,Catalog/Specialty Distribution,Nasdaq
CDW,CDW Corporation,14172094622,Consumer Services,Catalog/Specialty Distribution,Nasdaq
AMZN,"Amazon.com, Inc.",8.7471E+11,Consumer Services,Catalog/Specialty Distribution,Nasdaq
FRAN,Francesca&#39;s Holdings Corporation,24467859.57,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
DEST,Destination Maternity Corporation,31495602.32,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
SMRT,"Stein Mart, Inc.",47400330.57,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
DXLG,"Destination XL Group, Inc.",121329470.9,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
ASNA,"Ascena Retail Group, Inc.",213372714.2,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
CTRN,"Citi Trends, Inc.",235582000,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
SCVL,"Shoe Carnival, Inc.",525228514.4,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
LE,"Lands&#39; End, Inc.",535175528.8,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
ZUMZ,Zumiez Inc.,635215773.5,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
DLTH,Duluth Holdings Inc.,776680403.8,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
PLCE,"Children&#39;s Place, Inc. (The)",1530768896,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
URBN,"Urban Outfitters, Inc.",3131237268,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
ROST,"Ross Stores, Inc.",34501819142,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
TWMC,Trans World Entertainment Corp.,15217834.73,Consumer Services,Consumer Electronics/Video Chains,Nasdaq
CIDM,Cinedigm Corp,67788671.2,Consumer Services,Consumer Electronics/Video Chains,Nasdaq
CONN,"Conn&#39;s, Inc.",728866845.5,Consumer Services,Consumer Electronics/Video Chains,Nasdaq
IQ,"iQIYI, Inc.",6981828467,Consumer Services,Consumer Electronics/Video Chains,Nasdaq
NFLX,"Netflix, Inc.",1.55674E+11,Consumer Services,Consumer Electronics/Video Chains,Nasdaq
SHOS,"Sears Hometown and Outlet Stores, Inc.",49944690.4,Consumer Services,Department/Specialty Retail Stores,Nasdaq
FRED,"Fred&#39;s, Inc.",93085790.85,Consumer Services,Department/Specialty Retail Stores,Nasdaq
TUES,Tuesday Morning Corp.,99218832.32,Consumer Services,Department/Specialty Retail Stores,Nasdaq
PSMT,"PriceSmart, Inc.",1795405701,Consumer Services,Department/Specialty Retail Stores,Nasdaq
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",5365654161,Consumer Services,Department/Specialty Retail Stores,Nasdaq
FIVE,"Five Below, Inc.",6928159375,Consumer Services,Department/Specialty Retail Stores,Nasdaq
DLTR,"Dollar Tree, Inc.",25020985029,Consumer Services,Department/Specialty Retail Stores,Nasdaq
COST,Costco Wholesale Corporation,1.06513E+11,Consumer Services,Department/Specialty Retail Stores,Nasdaq
NXTD,NXT-ID Inc.,21498166.85,Consumer Services,Diversified Commercial Services,Nasdaq
PRGX,"PRGX Global, Inc.",182798066.9,Consumer Services,Diversified Commercial Services,Nasdaq
FORR,"Forrester Research, Inc.",890171850,Consumer Services,Diversified Commercial Services,Nasdaq
PAYX,"Paychex, Inc.",28799112315,Consumer Services,Diversified Commercial Services,Nasdaq
STKL,"SunOpta, Inc.",302639414.9,Consumer Services,Farming/Seeds/Milling,Nasdaq
CHSCP,CHS Inc,353188246.3,Consumer Services,Farming/Seeds/Milling,Nasdaq
CHSCN,CHS Inc,445704000,Consumer Services,Farming/Seeds/Milling,Nasdaq
CHSCM,CHS Inc,508851000,Consumer Services,Farming/Seeds/Milling,Nasdaq
CHSCL,CHS Inc,562419000,Consumer Services,Farming/Seeds/Milling,Nasdaq
CHSCO,CHS Inc,585832501.8,Consumer Services,Farming/Seeds/Milling,Nasdaq
ANDE,"The Andersons, Inc.",1075088310,Consumer Services,Farming/Seeds/Milling,Nasdaq
IFMK,iFresh Inc.,19138490.28,Consumer Services,Food Chains,Nasdaq
VLGEA,"Village Super Market, Inc.",392500505.6,Consumer Services,Food Chains,Nasdaq
IMKTA,"Ingles Markets, Incorporated",559575013.1,Consumer Services,Food Chains,Nasdaq
SFM,"Sprouts Farmers Market, Inc.",2663932295,Consumer Services,Food Chains,Nasdaq
ARCI,"Appliance Recycling Centers of America, Inc.",3694075.836,Consumer Services,Home Furnishings,Nasdaq
TTS,"Tile Shop Hldgs, Inc.",299535950.4,Consumer Services,Home Furnishings,Nasdaq
BBBY,Bed Bath & Beyond Inc.,2335656976,Consumer Services,Home Furnishings,Nasdaq
STRS,Stratus Properties Inc.,215621011.7,Consumer Services,Homebuilding,Nasdaq
FLL,"Full House Resorts, Inc.",54456848.72,Consumer Services,Hotels/Resorts,Nasdaq
SKIS,"Peak Resorts, Inc.",69004535.6,Consumer Services,Hotels/Resorts,Nasdaq
CLUB,"Town Sports International Holdings, Inc.",132916188.4,Consumer Services,Hotels/Resorts,Nasdaq
CNTY,"Century Casinos, Inc.",266718961.7,Consumer Services,Hotels/Resorts,Nasdaq
TH,Target Hospitality Corp.,385937500,Consumer Services,Hotels/Resorts,Nasdaq
MCRI,"Monarch Casino & Resort, Inc.",788358993.1,Consumer Services,Hotels/Resorts,Nasdaq
PLYA,Playa Hotels & Resorts N.V.,993938942,Consumer Services,Hotels/Resorts,Nasdaq
PENN,"Penn National Gaming, Inc.",2348484000,Consumer Services,Hotels/Resorts,Nasdaq
RRR,"Red Rock Resorts, Inc.",3014755578,Consumer Services,Hotels/Resorts,Nasdaq
STAY,"Extended Stay America, Inc.",3378718466,Consumer Services,Hotels/Resorts,Nasdaq
ERI,"Eldorado Resorts, Inc.",3615392620,Consumer Services,Hotels/Resorts,Nasdaq
MLCO,Melco Resorts & Entertainment Limited,5460828755,Consumer Services,Hotels/Resorts,Nasdaq
CZR,Caesars Entertainment Corporation,5823484134,Consumer Services,Hotels/Resorts,Nasdaq
HTHT,Huazhu Group Limited,6144345496,Consumer Services,Hotels/Resorts,Nasdaq
WYNN,"Wynn Resorts, Limited",12843524736,Consumer Services,Hotels/Resorts,Nasdaq
MAR,Marriott International,42489175071,Consumer Services,Hotels/Resorts,Nasdaq
EDRY,EuroDry Ltd.,19543307.1,Consumer Services,Marine Transportation,Nasdaq
OMEX,"Odyssey Marine Exploration, Inc.",65635068.44,Consumer Services,Marine Transportation,Nasdaq
GMLPP,Golar LNG Partners LP,138607200,Consumer Services,Marine Transportation,Nasdaq
GOGL,Golden Ocean Group Limited,685461864.7,Consumer Services,Marine Transportation,Nasdaq
GMLP,Golar LNG Partners LP,901769412.8,Consumer Services,Marine Transportation,Nasdaq
GLNG,Golar LNG Limited,2136417000,Consumer Services,Marine Transportation,Nasdaq
ENG,ENGlobal Corporation,14032502.6,Consumer Services,Military/Government/Technical,Nasdaq
EEI,"Ecology and Environment, Inc.",47444485,Consumer Services,Military/Government/Technical,Nasdaq
VSEC,VSE Corporation,344377878.9,Consumer Services,Military/Government/Technical,Nasdaq
WLDN,"Willdan Group, Inc.",408364676.9,Consumer Services,Military/Government/Technical,Nasdaq
TTEK,"Tetra Tech, Inc.",3290124793,Consumer Services,Military/Government/Technical,Nasdaq
FUND,"Sprott Focus Trust, Inc.",186006242.6,Consumer Services,Miscellaneous,Nasdaq
LKQ,LKQ Corporation,8926446654,Consumer Services,Motor Vehicles,Nasdaq
CSSEP,"Chicken Soup for the Soul Entertainment, Inc.",19746574.1,Consumer Services,Movies/Entertainment,Nasdaq
GNUS,"Genius Brands International, Inc.",20552454.46,Consumer Services,Movies/Entertainment,Nasdaq
RDIB,Reading International Inc,44758313.18,Consumer Services,Movies/Entertainment,Nasdaq
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",143569953.1,Consumer Services,Movies/Entertainment,Nasdaq
GAIA,"Gaia, Inc.",163786271.9,Consumer Services,Movies/Entertainment,Nasdaq
RDI,Reading International Inc,338991102.2,Consumer Services,Movies/Entertainment,Nasdaq
TST,"TheStreet, Inc.",120142745.3,Consumer Services,Newspapers/Magazines,Nasdaq
DJCO,Daily Journal Corp. (S.C.),295617718.6,Consumer Services,Newspapers/Magazines,Nasdaq
TPCO,Tribune Publishing Company,421667805.5,Consumer Services,Newspapers/Magazines,Nasdaq
NWSA,News Corporation,7276849269,Consumer Services,Newspapers/Magazines,Nasdaq
NWS,News Corporation,7306097055,Consumer Services,Newspapers/Magazines,Nasdaq
AEY,"ADDvantage Technologies Group, Inc.",14194970.04,Consumer Services,Office Equipment/Supplies/Services,Nasdaq
HDS,"HD Supply Holdings, Inc.",7403751095,Consumer Services,Office Equipment/Supplies/Services,Nasdaq
XSPA,"XpresSpa Group, Inc. ",4145582.4,Consumer Services,Other Consumer Services,Nasdaq
ASCMA,"Ascent Capital Group, Inc.",9362418.048,Consumer Services,Other Consumer Services,Nasdaq
ATAI,ATA Inc.,10478721.91,Consumer Services,Other Consumer Services,Nasdaq
FTD,"FTD Companies, Inc.",14444531.1,Consumer Services,Other Consumer Services,Nasdaq
YOGA,"YogaWorks, Inc.",15373844.92,Consumer Services,Other Consumer Services,Nasdaq
DLPN,"Dolphin Entertainment, Inc.",23303209.05,Consumer Services,Other Consumer Services,Nasdaq
APDN,Applied DNA Sciences Inc,25907965.61,Consumer Services,Other Consumer Services,Nasdaq
BHTG,"BioHiTech Global, Inc.",37155419.56,Consumer Services,Other Consumer Services,Nasdaq
AREC,American Resources Corporation,75088497.56,Consumer Services,Other Consumer Services,Nasdaq
LINC,Lincoln Educational Services Corporation,77852063.9,Consumer Services,Other Consumer Services,Nasdaq
ASPU,Aspen Group Inc.,98547446.66,Consumer Services,Other Consumer Services,Nasdaq
PFMT,Performant Financial Corporation,109707930,Consumer Services,Other Consumer Services,Nasdaq
HLG,Hailiang Education Group Inc.,114503399,Consumer Services,Other Consumer Services,Nasdaq
TEDU,"Tarena International, Inc.",195142541.8,Consumer Services,Other Consumer Services,Nasdaq
REDU,RISE Education Cayman Ltd,231183827,Consumer Services,Other Consumer Services,Nasdaq
ASPS,Altisource Portfolio Solutions S.A.,385900176.2,Consumer Services,Other Consumer Services,Nasdaq
APEI,"American Public Education, Inc.",499575139.2,Consumer Services,Other Consumer Services,Nasdaq
ARCE,Arco Platform Limited,729842377.7,Consumer Services,Other Consumer Services,Nasdaq
NVEE,"NV5 Global, Inc.",747082284.5,Consumer Services,Other Consumer Services,Nasdaq
RCM,R1 RCM Inc.,1065831742,Consumer Services,Other Consumer Services,Nasdaq
CECO,Career Education Corporation,1152726464,Consumer Services,Other Consumer Services,Nasdaq
WTW,Weight Watchers International Inc,1349246458,Consumer Services,Other Consumer Services,Nasdaq
MANT,ManTech International Corporation,2148425585,Consumer Services,Other Consumer Services,Nasdaq
PINC,"Premier, Inc.",2200290895,Consumer Services,Other Consumer Services,Nasdaq
LEXEA,"Liberty Expedia Holdings, Inc.",2453570562,Consumer Services,Other Consumer Services,Nasdaq
LEXEB,"Liberty Expedia Holdings, Inc.",2614296632,Consumer Services,Other Consumer Services,Nasdaq
STRA,"Strategic Education, Inc.",2880490613,Consumer Services,Other Consumer Services,Nasdaq
LAUR,"Laureate Education, Inc.",3358004637,Consumer Services,Other Consumer Services,Nasdaq
LOPE,"Grand Canyon Education, Inc.",5523781245,Consumer Services,Other Consumer Services,Nasdaq
PRTS,"U.S. Auto Parts Network, Inc.",35766680.55,Consumer Services,Other Specialty Stores,Nasdaq
BGFV,Big 5 Sporting Goods Corporation,68214024.18,Consumer Services,Other Specialty Stores,Nasdaq
KIRK,"Kirkland&#39;s, Inc.",104453392.1,Consumer Services,Other Specialty Stores,Nasdaq
SECO,Secoo Holding Limited,129154969.7,Consumer Services,Other Specialty Stores,Nasdaq
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",206104248,Consumer Services,Other Specialty Stores,Nasdaq
ZAGG,ZAGG Inc,262421611.6,Consumer Services,Other Specialty Stores,Nasdaq
